battery_power,blue,clock_speed,dual_sim,fc,four_g,int_memory,m_dep,mobile_wt,n_cores,pc,px_height,px_width,ram,sc_h,sc_w,talk_time,three_g,touch_screen,wifi,price_range
629,1,0.8,1,15,0,60,0.3,105,3,18,456,1566,2119,8,8,7,1,1,0,1
1519,0,2.7,1,7,0,54,0.2,140,6,16,1863,1853,2546,18,13,6,1,1,0,3
1886,0,1.8,1,15,1,53,1.0,171,5,12,344,1952,384,15,3,9,0,1,0,1
1318,0,2.2,0,17,1,52,0.9,146,7,11,734,1112,1455,5,12,19,1,1,0,1
1192,1,1.5,1,19,0,9,0.9,163,4,6,553,661,664,6,5,16,0,0,1,1
1815,1,1.9,1,15,0,15,0.9,153,4,0,1020,1155,1047,16,12,4,0,1,0,2
1894,0,2.9,1,10,0,11,0.6,131,3,0,1539,1458,3246,10,2,15,0,1,1,3
1293,0,0.7,1,6,0,4,0.7,97,4,19,787,1120,1363,8,6,16,0,0,1,1
528,1,1.1,0,16,1,39,0.6,132,3,13,1819,1958,3703,7,0,14,0,0,0,2
648,1,2.4,1,16,1,30,0.1,142,6,14,935,1756,477,11,10,10,0,1,1,0
1819,0,0.7,1,11,0,16,0.8,132,2,10,704,610,3652,11,1,18,0,1,0,2
510,1,0.7,1,12,0,24,0.6,196,3,8,1127,1433,3778,6,4,5,0,1,1,2
1175,1,1.4,0,9,1,24,0.7,106,3,16,246,1755,1695,12,13,11,0,0,0,1
1636,1,0.7,0,6,0,19,0.6,110,5,3,811,1249,3984,15,12,4,0,1,0,2
686,1,2.0,1,13,1,47,0.5,170,4,19,1046,1208,2748,5,15,10,0,1,0,1
1306,0,1.1,1,0,0,20,0.3,185,6,18,952,772,873,15,14,6,0,0,0,1
1243,1,2.7,1,16,1,29,0.4,80,2,6,814,1306,1604,14,2,15,0,0,1,1
1750,1,2.5,0,3,0,27,0.2,85,1,0,1548,540,2826,11,5,8,0,0,1,3
1833,0,2.2,1,4,0,11,0.3,90,7,8,143,1059,2469,14,8,7,0,0,1,1
597,0,2.0,1,19,1,48,1.0,113,3,12,729,965,3011,16,2,9,0,1,0,1
554,1,2.7,1,6,1,5,0.2,182,1,1,1718,1600,3046,5,12,3,1,0,0,2
1122,1,1.1,0,9,0,56,0.3,163,4,1,862,989,3986,17,12,15,1,0,1,2
1163,1,2.7,1,16,0,3,0.6,142,7,14,1777,616,3565,16,6,8,0,0,0,3
1257,1,2.5,1,6,1,4,0.6,132,3,16,1216,933,3312,18,4,4,1,1,0,2
905,0,2.4,0,0,1,8,0.2,164,1,12,464,1542,3216,7,7,7,1,0,1,1
568,0,1.9,0,6,0,56,0.8,164,5,6,1807,1493,1292,7,7,15,1,1,0,1
1835,0,1.1,1,10,0,17,0.8,97,1,8,374,695,3584,14,6,13,0,0,1,2
1812,1,1.6,0,8,1,32,0.3,100,7,11,676,1118,3841,18,6,19,0,1,0,2
1250,1,2.5,1,11,1,11,0.4,98,5,2,691,1974,3537,6,3,13,0,1,0,2
1671,1,0.6,0,2,1,20,0.9,83,7,14,628,924,3811,18,9,8,1,1,1,2
1990,1,2.5,0,3,1,29,0.8,156,2,6,1289,1917,2668,14,12,6,1,0,1,3
1767,0,1.1,1,3,1,18,0.7,161,4,0,1401,1807,480,17,3,13,0,1,1,2
1457,0,0.9,1,12,0,29,0.2,195,6,13,1573,533,3299,9,9,10,1,0,1,3
864,1,0.8,1,18,0,20,0.5,108,1,18,555,794,2497,8,6,12,1,0,1,1
981,0,0.6,0,9,1,38,0.6,104,3,15,862,1506,3523,17,4,5,0,1,0,2
700,1,1.8,1,4,0,24,0.3,135,7,9,73,1774,3727,10,2,15,1,0,1,1
653,1,1.0,1,6,0,21,0.5,156,7,0,437,838,312,6,1,13,1,1,0,0
1973,0,3.0,1,15,1,14,0.6,142,4,4,880,1117,3952,18,10,19,0,0,0,3
572,1,1.9,1,0,0,14,0.4,106,1,2,225,1963,2516,8,9,8,1,1,1,0
1212,1,0.8,1,11,0,44,0.8,139,3,16,1842,679,3606,16,12,2,0,0,1,3
795,0,2.2,0,1,0,12,0.9,162,3,17,307,1121,1659,11,6,14,0,1,0,0
1540,1,2.7,1,6,1,49,0.4,128,7,18,965,1751,372,5,9,17,0,0,1,1
1740,1,2.4,1,10,1,16,0.9,144,6,17,347,1118,3778,17,3,6,0,0,1,2
560,0,0.7,0,12,0,18,0.2,117,7,15,475,1142,2902,15,15,10,0,1,0,1
1438,1,2.7,1,1,0,55,0.9,162,6,1,1338,522,665,7,5,10,0,0,0,1
541,0,2.5,1,6,0,51,0.2,131,7,14,524,1850,2172,5,8,13,0,0,1,1
524,1,0.9,1,14,0,29,0.2,80,7,12,1448,1677,3694,6,12,19,1,1,0,2
1562,0,0.6,1,10,0,20,0.7,119,3,12,523,1118,3115,13,6,11,0,1,0,2
630,0,1.9,1,1,0,5,0.5,160,6,15,561,1669,3232,14,17,18,1,1,0,1
1752,0,0.9,0,6,1,23,0.9,100,3,7,1848,751,3440,9,13,12,1,1,0,3
607,1,2.6,0,3,0,23,0.4,165,1,10,1272,801,2239,17,4,17,0,1,0,1
671,0,1.4,0,10,0,56,0.4,94,7,7,1654,1593,3491,8,12,9,1,0,0,2
1958,0,2.8,1,1,1,38,0.6,129,2,9,568,1616,2307,16,7,16,0,1,0,2
601,0,1.9,0,15,0,40,0.5,182,6,0,1205,662,3957,8,14,12,0,0,0,2
1365,0,1.0,1,6,0,35,0.4,127,5,11,1799,1604,278,12,8,8,0,0,0,2
1023,0,0.8,1,12,0,34,0.7,182,5,8,105,1586,3224,16,5,3,0,0,0,1
774,1,1.9,1,4,0,45,0.8,111,5,4,190,1111,1000,7,13,10,0,0,1,0
1567,1,2.4,0,16,1,43,0.9,128,2,8,1160,1959,857,16,9,19,0,0,1,1
1316,1,2.5,0,11,0,41,1.0,147,3,15,699,1571,3291,16,8,14,1,1,1,2
1456,1,1.2,0,18,1,34,0.3,187,3,17,1143,944,3419,8,16,2,1,1,0,2
1540,1,1.0,1,6,0,13,0.7,124,4,7,1777,573,2772,6,12,14,1,1,0,3
829,1,0.5,0,5,0,3,0.5,111,5,10,830,1325,1225,10,16,15,1,1,0,1
511,1,2.2,1,7,1,60,0.7,83,5,19,71,1041,1434,16,12,18,1,1,0,0
1841,0,0.7,0,12,0,29,0.5,196,3,18,754,656,2098,13,8,2,0,1,0,2
715,1,1.6,0,4,1,11,1.0,144,5,3,1154,1789,2930,16,0,6,1,0,1,2
838,0,2.0,1,1,1,23,0.8,176,3,19,456,755,2510,8,0,15,0,1,0,1
1160,0,2.8,1,8,1,18,1.0,150,7,9,1804,1562,3317,15,4,19,0,1,1,3
1604,1,1.3,0,10,0,27,0.9,152,7,12,904,1578,336,10,7,14,0,1,1,1
873,0,1.1,0,5,0,4,0.9,144,3,19,478,1551,2918,8,17,13,0,1,1,1
1475,0,2.1,0,6,0,8,0.8,159,6,13,51,1436,738,18,3,16,0,1,0,0
1209,0,2.0,1,6,0,45,0.5,97,3,1,1003,617,2895,6,0,5,0,0,1,2
1723,0,1.3,1,18,1,9,0.3,133,1,3,573,869,1686,17,14,10,0,0,0,1
965,1,2.8,0,5,0,21,0.4,126,1,6,1142,708,3430,18,3,4,1,0,0,2
1612,1,2.6,0,10,0,13,0.1,85,1,18,1900,1086,3567,10,8,12,0,1,1,3
1791,1,1.1,1,10,1,36,0.6,145,1,16,1287,1348,3592,16,9,16,0,1,1,3
988,1,1.1,0,6,1,18,0.6,88,2,15,1262,815,288,11,14,17,1,1,1,1
546,1,1.8,1,1,0,29,0.6,147,4,12,1374,1916,2338,8,2,8,1,0,0,1
1811,1,2.4,1,18,1,42,1.0,188,4,17,892,943,1528,16,1,8,0,0,0,2
1277,1,0.6,1,3,1,11,0.9,102,3,11,254,1782,3303,15,4,10,1,1,1,1
1539,1,2.2,1,5,1,23,0.2,197,7,0,684,1721,3377,11,0,18,0,1,0,2
1210,1,2.1,1,16,1,39,0.4,186,5,14,1332,1127,535,17,10,14,0,0,0,1
900,1,1.1,1,4,1,58,0.5,188,1,2,1772,944,2263,15,11,10,0,0,0,2
1480,0,2.2,0,6,0,34,0.4,122,4,5,1854,1069,2455,12,2,10,0,0,1,3
1609,1,2.9,1,8,0,23,0.8,130,4,13,1630,1081,1938,15,15,13,1,1,1,2
749,0,0.6,1,0,0,45,0.6,151,1,5,1872,1104,1830,7,13,16,1,0,1,2
890,0,1.3,0,0,0,38,0.6,182,7,0,1518,1240,956,6,11,19,1,1,0,1
834,0,1.6,1,18,0,14,0.9,104,2,19,56,1407,3864,9,15,9,0,1,1,1
1128,0,2.7,0,5,0,28,0.8,159,2,5,949,1148,2035,6,7,7,0,1,0,1
636,1,2.9,1,17,0,16,0.2,114,4,7,1426,804,3038,14,16,7,1,0,0,2
1382,0,1.6,0,9,1,23,0.7,96,2,14,1090,838,1274,9,16,4,1,0,0,1
1187,1,2.4,0,10,0,31,0.5,97,6,13,1069,1028,1509,14,6,4,0,0,0,1
1326,1,1.8,1,0,0,44,0.4,106,1,15,605,553,920,17,14,3,1,0,1,1
1226,0,1.8,1,0,0,41,0.1,94,7,19,1673,1635,3226,10,8,6,1,1,1,3
1093,1,1.2,1,12,1,38,0.5,160,4,15,368,1183,1567,12,3,13,0,1,0,1
1746,0,1.0,1,4,0,35,0.4,186,1,18,1628,918,1674,10,7,7,1,1,1,2
1489,0,1.2,0,19,0,45,0.3,148,2,0,231,804,2756,8,9,17,0,1,1,1
871,1,1.9,0,0,1,61,0.7,159,1,3,1425,1961,2923,7,14,6,1,0,1,2
1434,1,0.6,0,19,0,35,0.8,94,2,9,907,584,1312,18,17,7,1,1,1,1
1494,0,2.8,1,2,0,59,0.3,121,7,19,1584,751,2194,18,13,5,0,0,1,2
901,1,0.9,0,17,1,49,0.1,189,2,17,1046,625,1642,6,4,15,0,1,1,1
1966,1,1.1,1,8,0,54,0.9,113,1,1,573,1109,1390,17,8,4,0,0,1,1
1114,1,1.8,1,13,1,36,0.1,127,7,3,1290,1928,1400,5,12,18,0,1,1,1
1796,0,2.3,0,16,0,43,0.9,162,2,14,840,803,2319,6,10,6,0,1,1,2
1682,0,0.7,1,13,0,20,0.7,87,6,3,117,1551,994,6,11,7,0,0,1,1
1675,1,1.3,0,3,0,9,0.4,190,3,15,1623,1347,1802,9,2,5,1,1,1,2
1494,1,2.9,1,4,1,40,0.3,89,1,14,1624,1789,3018,13,1,14,1,0,0,3
1119,1,1.2,0,16,1,34,0.1,84,3,17,1078,1575,3017,5,14,9,0,1,0,2
687,1,1.3,1,1,1,45,0.3,195,1,6,1176,1154,2401,8,4,12,0,0,1,1
1621,1,2.6,0,4,0,62,0.2,127,2,14,1262,1143,2419,14,6,6,0,0,1,2
630,0,0.6,0,3,0,29,0.7,196,2,10,1288,1357,3268,11,3,6,1,0,1,2
1304,1,1.7,1,3,1,38,0.2,105,7,18,267,1010,1750,15,4,4,1,0,1,1
1694,0,1.4,1,5,1,49,0.6,165,4,7,1930,706,1718,18,15,3,1,1,0,2
1435,1,1.3,0,19,0,26,0.6,187,6,0,112,1073,3608,14,14,4,1,0,0,2
1485,0,1.2,1,12,0,37,0.4,102,4,2,165,1374,604,7,15,16,0,0,1,0
682,1,0.7,1,4,0,18,0.1,141,3,4,667,1010,487,12,3,8,1,0,0,0
1482,0,1.3,1,6,0,25,0.1,92,2,17,1031,700,2252,7,5,4,1,0,1,2
863,1,0.6,0,19,1,22,0.1,88,4,11,713,1322,3438,12,17,16,1,1,0,2
538,0,2.5,0,0,0,3,0.8,192,2,11,1240,1807,3679,17,2,12,0,0,1,2
996,0,1.5,1,13,0,32,0.4,99,1,18,430,1880,3339,6,4,17,1,1,0,1
1872,0,1.6,1,3,0,45,0.8,171,4,8,1315,1570,3287,9,1,14,0,1,0,3
1481,0,2.7,0,16,0,34,0.5,187,3,10,892,1519,3815,8,15,3,1,0,0,2
1420,0,2.1,1,13,0,31,0.5,136,7,16,1073,636,1812,15,5,13,1,0,1,2
1920,0,0.5,0,15,0,13,0.6,180,4,15,106,629,2942,13,14,8,1,0,0,2
1221,1,2.9,1,13,0,45,0.7,103,2,3,1032,1718,2588,7,17,2,0,0,1,2
1684,0,1.1,1,15,1,13,0.3,187,5,9,744,1517,2226,16,5,15,1,1,0,2
515,1,0.8,1,19,1,52,0.2,112,5,14,699,1887,1912,15,12,11,1,1,0,1
992,1,2.4,0,7,1,58,0.6,99,7,18,1479,931,2939,9,12,4,0,0,1,2
1949,1,1.8,0,2,0,50,0.4,139,7,2,322,1592,2198,14,0,12,1,0,1,2
1631,1,1.6,0,18,1,53,0.5,127,6,4,308,1981,800,13,15,16,1,1,1,1
1393,1,1.1,0,0,0,25,0.7,143,7,10,849,1039,647,17,3,7,1,1,0,1
1973,0,1.9,1,1,0,25,0.5,109,2,4,621,834,1449,10,16,19,1,0,1,2
810,0,1.2,1,14,0,59,0.7,187,1,6,994,1025,2380,6,17,14,1,0,1,1
1238,0,2.8,0,9,0,61,0.6,152,4,5,144,1057,2244,5,15,16,0,0,1,1
1693,1,1.0,1,17,1,12,0.8,188,7,12,739,1408,552,16,0,4,1,0,0,1
1045,0,2.7,1,13,0,14,0.7,192,5,1,820,1539,2633,15,5,16,1,0,1,1
913,0,1.9,0,16,0,28,0.6,96,1,18,411,1979,1342,5,10,2,0,0,1,0
750,0,2.6,1,12,1,9,0.7,179,2,10,113,1009,525,11,5,11,0,1,0,0
1258,0,2.3,1,0,1,11,0.9,93,1,19,574,708,2519,18,16,19,1,1,1,1
1664,0,2.2,0,4,1,9,0.5,98,2,4,398,1681,3517,16,3,9,1,1,0,2
1797,1,1.3,1,12,0,21,0.5,150,6,8,1298,1860,1354,6,13,13,1,1,1,2
1939,0,1.1,1,13,1,9,0.8,138,4,5,123,1764,1965,11,13,6,0,0,1,1
1562,1,1.0,1,2,0,10,0.6,146,1,16,85,557,765,5,7,2,1,0,1,0
1313,1,2.6,0,14,0,8,0.2,176,4,18,1605,1315,2882,8,1,9,0,1,1,2
528,1,2.6,0,18,1,15,0.9,123,1,7,46,1828,1372,14,4,6,0,0,0,0
1457,1,1.6,1,16,1,29,0.1,111,2,6,1734,1868,1332,17,3,18,0,0,0,2
976,1,0.8,1,2,1,3,0.8,190,2,4,1899,1537,751,15,9,16,1,0,0,1
817,0,1.5,1,15,0,58,0.8,90,1,14,943,1882,3251,8,2,5,1,1,0,2
744,0,2.0,0,13,0,44,1.0,185,6,9,1224,876,349,9,15,14,1,1,0,1
1247,0,1.6,0,11,0,9,0.1,81,2,15,1299,742,880,18,9,18,0,1,0,1
1196,1,2.5,0,11,0,14,0.6,169,3,8,1572,1492,484,18,14,14,1,1,1,1
771,0,3.0,1,10,0,22,0.5,147,3,6,1738,1668,2553,14,3,3,1,1,1,2
1963,0,1.0,1,16,0,48,0.4,96,4,10,1153,1390,1670,5,0,5,0,1,1,2
1762,1,1.6,1,7,1,29,0.2,160,7,8,1471,914,976,11,14,3,0,1,0,2
876,1,1.6,1,16,0,36,0.6,171,3,16,803,893,1235,15,9,13,0,0,1,1
765,1,1.3,1,19,1,24,0.5,173,3,8,388,1228,2485,6,17,19,0,1,0,1
1425,1,1.0,0,10,1,47,0.2,119,6,2,575,857,522,16,15,11,0,0,0,1
1420,0,0.7,1,1,1,63,0.7,166,6,7,1286,1681,1259,15,8,6,1,0,1,2
1882,1,2.7,1,9,1,16,0.8,125,7,18,631,1173,536,17,16,12,0,1,1,1
839,1,1.5,1,9,1,3,0.8,167,5,19,1301,517,1217,15,9,2,1,0,0,1
888,0,1.7,0,10,0,62,0.9,172,7,15,713,1227,2970,17,7,4,0,0,0,1
1076,0,2.8,1,5,0,52,0.5,83,5,6,1069,1060,1362,6,4,18,1,1,0,1
502,1,2.4,0,3,0,13,1.0,117,6,6,1191,1870,1465,12,1,16,1,0,1,1
1952,0,0.8,0,11,0,58,0.9,142,5,19,1468,1581,3978,13,14,15,0,1,0,3
1665,1,1.9,0,10,1,53,0.4,108,6,12,621,654,3894,10,16,16,0,0,0,2
875,1,1.6,0,12,1,37,0.2,98,5,2,45,986,2834,15,9,17,1,0,1,1
823,0,2.5,0,4,1,4,0.5,170,2,11,723,650,1627,5,1,5,0,0,0,1
645,0,2.3,1,5,0,6,0.5,108,6,7,539,1882,678,5,8,9,0,0,1,0
792,1,2.2,1,0,0,4,0.6,199,7,12,86,867,3284,18,1,7,0,1,0,1
931,1,1.4,0,5,0,58,0.6,179,4,19,802,1570,2261,15,17,17,0,1,1,1
1204,1,2.5,0,17,0,48,0.8,114,4,15,1408,706,709,11,11,4,0,1,0,1
1448,0,0.6,0,8,1,20,0.6,195,6,6,1692,949,2570,12,14,9,0,0,1,2
1084,1,0.9,1,14,1,3,0.2,149,3,3,264,1423,762,7,5,6,0,0,0,0
898,1,1.3,1,7,0,45,0.9,102,4,11,1800,1196,1421,13,17,6,0,0,0,2
1316,1,0.7,0,18,0,38,0.4,182,7,16,1045,1069,571,8,12,13,1,0,1,1
1867,1,1.1,1,15,1,55,1.0,125,3,0,1791,642,1955,8,3,2,1,1,1,3
1463,1,2.6,1,5,1,18,0.2,123,4,16,702,1923,1019,7,11,8,0,0,0,1
1663,0,2.9,0,5,1,15,1.0,127,1,1,1473,1620,1511,12,8,12,0,1,0,2
686,1,1.3,0,2,1,29,0.2,131,1,5,231,1570,3624,13,1,11,1,0,0,1
560,1,1.2,1,9,0,28,0.3,87,6,11,185,690,1153,5,15,4,0,0,0,0
1438,1,1.2,1,0,1,55,0.1,134,7,10,325,639,1208,6,0,9,0,1,0,1
1903,1,1.2,1,13,1,11,0.7,145,7,10,1206,1114,3178,5,3,2,0,1,0,3
1209,0,0.6,0,3,1,4,0.9,156,4,17,396,1754,1851,18,14,9,0,1,0,1
1306,0,2.8,0,11,1,37,0.5,119,2,7,1504,1863,3219,8,0,12,1,1,1,2
1963,0,1.0,0,5,0,39,0.9,164,3,6,1426,1424,2325,14,14,8,0,0,0,3
1842,1,1.6,1,10,0,57,0.6,110,4,13,1486,1572,639,11,2,17,1,1,1,2
1825,1,0.5,1,11,0,26,0.7,195,6,15,1440,1123,3453,18,12,8,0,1,0,3
1867,0,2.6,0,9,0,23,0.9,127,3,11,1225,1976,358,11,17,14,1,0,0,1
510,0,2.3,1,17,0,49,0.4,179,5,8,1088,1839,1155,16,12,11,1,0,1,1
1585,0,2.9,0,6,0,40,0.4,140,6,19,955,1845,3036,10,9,18,1,0,0,2
725,1,2.5,1,6,1,48,0.9,191,4,15,1931,586,365,17,6,4,0,0,1,1
1676,1,1.3,0,10,1,31,0.9,131,2,18,554,1997,3897,15,7,8,0,1,0,2
1063,0,1.1,1,3,1,22,1.0,117,5,15,732,781,3799,9,0,12,0,1,0,2
1271,0,2.2,1,19,1,31,0.9,170,6,8,1040,1263,3392,15,17,14,1,0,0,2
1833,0,1.4,0,0,0,29,0.2,115,4,12,1859,1597,1751,8,11,6,0,1,0,3
1384,1,1.9,0,12,1,32,0.8,191,1,4,796,952,3897,16,17,16,0,1,1,2
1766,1,0.5,0,17,0,58,0.5,166,7,18,1206,546,925,17,11,2,1,0,1,2
1889,1,0.7,0,8,1,53,1.0,134,4,9,390,1619,3403,18,8,6,0,1,1,2
1853,0,1.8,0,8,1,27,0.5,164,1,6,43,1437,3346,12,1,14,1,1,0,2
1630,0,1.9,1,8,1,44,0.6,92,1,8,900,530,639,11,13,11,0,0,1,1
725,1,2.4,0,9,0,23,0.6,116,6,13,1723,1033,2276,15,3,6,1,1,0,2
1324,0,0.8,0,1,1,22,0.4,126,4,14,1925,516,2493,15,14,2,1,1,1,2
717,1,1.8,0,5,0,2,0.2,169,7,12,481,1735,1017,14,16,11,1,0,0,0
1436,0,1.0,0,14,0,38,0.9,183,4,9,1286,1758,2663,5,5,19,1,1,1,2
1252,0,0.7,0,2,1,14,0.8,150,1,13,1197,891,3178,10,8,9,1,0,1,2
1005,0,1.5,1,10,0,22,0.2,189,3,11,1464,1506,1141,18,16,4,1,0,1,1
758,0,0.9,0,5,0,47,0.8,182,5,18,565,853,3779,6,14,3,1,0,1,1
553,1,1.1,0,2,1,10,0.7,101,2,5,219,804,2382,8,4,18,0,0,0,0
1570,0,1.3,0,10,1,18,0.5,118,4,11,1581,1008,2899,9,17,17,1,0,1,3
1226,1,1.1,1,14,1,48,0.3,166,5,12,1417,1211,3499,12,3,11,0,0,1,2
1188,1,0.7,1,12,1,22,0.9,137,5,7,771,1918,1491,10,1,17,0,1,1,1
1622,1,0.7,0,19,1,32,0.7,109,3,15,1218,1954,3189,15,4,6,0,0,1,2
1543,0,1.0,0,9,1,40,0.6,97,5,1,408,1184,1270,6,3,4,1,1,0,1
918,1,0.6,1,5,0,60,0.6,185,4,6,470,1285,1724,9,4,4,0,0,0,1
1189,1,2.1,1,14,1,55,0.2,97,6,11,1370,1356,2452,9,12,3,1,0,0,2
1349,1,1.2,1,17,1,23,0.5,189,6,6,1485,676,265,10,15,5,0,0,1,1
561,0,1.2,0,17,0,13,0.3,153,5,18,1084,1929,1821,5,11,19,1,1,1,1
1668,0,1.3,0,6,1,56,0.3,118,4,13,165,800,1047,12,8,3,1,1,0,1
715,1,2.2,1,14,0,7,0.7,173,4,8,671,944,2223,7,15,7,0,0,0,1
502,0,2.7,0,17,1,54,0.9,105,1,17,1174,1650,1334,9,13,4,1,1,0,1
659,1,2.4,1,17,1,17,0.5,150,3,10,110,1872,3175,11,0,4,0,0,0,1
1280,1,2.3,1,19,0,27,0.3,86,7,15,1511,520,1918,7,3,3,1,0,0,2
1643,0,1.7,1,8,1,6,0.7,148,2,18,548,1515,2483,18,8,4,1,1,1,2
1392,1,2.2,0,1,0,10,0.9,144,7,10,1026,1210,999,14,13,18,0,0,1,1
1612,0,1.9,1,7,1,47,0.8,125,1,17,1506,1200,2684,17,11,15,1,0,0,2
828,0,1.0,1,19,1,41,0.9,97,2,10,1036,1943,3749,10,3,8,0,1,1,2
1079,1,1.0,0,1,0,15,0.6,92,7,3,1185,651,706,9,6,7,0,0,1,1
1880,0,1.2,1,10,1,45,0.8,104,4,17,343,1683,1372,11,16,9,0,0,0,1
1790,0,2.8,0,6,1,43,0.2,183,6,18,1472,1358,3847,14,0,13,1,1,0,3
1451,1,1.9,1,5,0,31,0.4,87,1,12,331,1966,3740,15,13,6,0,1,0,2
1846,1,2.3,0,9,1,53,0.5,153,7,3,263,595,2697,7,14,6,0,0,0,2
1134,0,1.4,1,4,0,53,0.6,111,5,9,82,1875,3268,17,11,15,0,0,1,1
1487,0,1.5,1,10,1,27,0.9,96,5,4,776,1598,1610,18,11,18,0,1,1,1
1718,1,0.8,1,0,0,54,0.9,181,2,2,923,1377,1987,6,5,17,1,1,1,2
1420,0,0.9,1,1,1,46,0.2,158,4,15,333,1139,2736,8,12,5,1,0,1,1
1237,0,2.6,1,0,0,30,0.3,158,6,7,1403,1882,3257,7,15,9,0,1,0,2
1855,0,2.0,0,18,0,20,0.4,127,2,6,1242,1656,1442,8,13,4,0,1,1,2
669,0,1.3,0,1,1,48,0.4,142,7,18,657,899,3249,11,6,6,0,1,0,1
1020,0,2.5,1,19,1,9,0.7,119,7,13,1833,1662,3367,9,15,8,0,0,1,3
1986,0,1.1,1,3,0,24,0.9,194,6,14,1832,745,3069,8,8,19,0,0,1,3
539,0,2.9,1,11,1,54,1.0,163,7,16,453,1814,1163,18,13,9,0,0,0,0
1784,1,1.4,0,19,0,43,0.7,94,3,0,672,611,2388,10,6,12,1,0,0,2
1918,1,1.3,0,17,1,36,0.9,178,6,5,740,1693,3087,11,11,15,0,0,0,2
1454,1,1.3,1,0,1,32,0.6,85,5,14,1769,1763,3917,16,2,19,0,1,1,3
1749,1,0.8,0,0,0,54,0.3,173,7,11,1112,1860,2004,18,13,14,0,1,0,2
1483,1,0.8,1,13,0,36,0.6,142,7,19,332,1661,3119,15,10,7,0,1,1,2
1647,0,2.1,1,3,1,33,0.6,87,1,1,309,1759,1370,9,4,14,0,0,1,1
1474,0,2.7,1,4,1,59,0.8,174,1,4,726,1293,1763,16,12,2,0,0,0,1
537,0,2.5,0,10,1,6,0.3,191,1,8,1443,1526,3712,11,9,12,1,1,1,2
827,0,0.9,1,12,1,17,0.4,190,6,19,1632,615,3520,7,6,8,1,1,0,2
1774,1,1.9,1,15,1,18,0.4,111,5,13,1748,1995,1532,11,16,11,0,1,0,2
1699,0,0.8,1,12,0,33,1.0,124,6,17,353,1654,2069,16,15,3,1,1,1,1
1413,0,0.6,0,1,1,39,0.5,131,4,7,823,1433,1934,7,7,17,0,0,1,1
953,1,2.1,0,15,1,59,0.8,158,5,1,1123,1924,1523,18,16,6,1,0,1,1
536,0,1.8,0,5,0,33,0.8,161,5,8,144,1724,3010,10,12,17,0,1,0,1
1839,0,0.7,1,13,0,53,0.3,92,6,6,1033,791,2573,12,10,17,0,0,0,2
1472,1,0.6,0,0,0,21,0.6,103,6,17,1067,841,3144,17,17,16,0,0,0,2
1295,0,3.0,1,16,1,49,0.9,119,1,15,1786,1514,3346,10,4,10,1,0,1,3
1472,0,0.6,0,10,0,57,0.5,93,5,4,1409,1739,1319,14,5,2,1,0,0,2
1092,0,1.6,1,18,0,3,1.0,171,1,14,1762,1084,1889,15,13,10,0,1,1,2
1637,0,1.8,0,2,0,21,0.3,154,4,4,909,1889,2819,7,11,12,0,1,0,2
1563,0,0.8,1,10,0,48,0.2,149,3,10,760,1992,1312,16,3,6,1,0,0,1
1824,1,0.9,0,4,1,19,0.9,141,1,13,494,1941,705,9,6,7,0,1,1,1
723,1,1.4,0,16,1,2,0.9,199,6,18,1516,526,3866,13,10,9,0,0,1,2
817,1,2.4,0,6,1,59,1.0,168,7,2,1192,954,2988,12,1,16,0,1,1,2
848,1,1.8,1,9,0,30,0.7,140,2,9,641,1417,2128,10,3,17,1,1,0,1
614,1,2.1,0,10,0,30,0.9,80,3,5,530,1079,880,13,6,19,1,1,1,0
1197,1,3.0,0,2,0,20,0.8,168,4,2,1359,513,2225,6,0,13,0,1,1,2
1846,0,2.4,0,19,0,45,0.9,145,7,1,1770,597,1140,17,14,5,0,1,1,2
1563,1,1.6,0,9,0,41,0.6,111,6,12,1880,778,3934,15,7,17,1,1,1,3
539,1,1.6,1,9,0,7,0.4,92,3,17,512,989,574,13,4,12,0,1,0,0
1812,0,2.0,0,13,1,45,0.9,112,6,1,129,1484,3973,14,13,8,0,0,0,2
1785,0,2.2,1,11,1,40,0.5,111,1,14,1007,1460,3451,17,17,16,0,1,1,3
715,1,1.8,1,14,0,51,0.6,135,7,4,1562,1123,1651,14,2,18,0,0,1,1
1670,0,2.1,1,9,1,55,0.5,103,6,14,1537,706,1630,10,1,16,1,1,0,2
835,1,0.6,1,9,0,47,0.6,170,7,16,1273,1756,1602,13,15,11,0,1,1,1
1691,0,1.6,0,18,0,9,0.5,83,4,1,733,1096,743,16,13,5,0,1,1,1
591,1,1.2,1,0,1,25,0.1,167,2,17,946,1194,706,8,15,18,0,0,1,0
852,0,0.8,1,9,0,21,0.9,102,1,14,1161,1762,608,9,10,5,1,0,0,1
1070,0,0.7,1,1,1,55,0.5,108,1,19,1298,749,1395,6,16,12,1,0,0,1
1315,1,2.0,1,16,0,15,0.6,177,7,2,1001,1239,3258,7,2,5,1,0,0,2
1280,1,1.8,0,6,0,6,0.2,100,4,4,463,805,3340,5,4,13,0,0,1,2
862,1,1.1,0,6,1,42,0.1,109,4,10,140,1986,2196,8,2,11,0,1,1,1
1056,1,1.7,1,19,0,41,0.3,169,3,8,1279,1759,2623,16,14,15,0,0,1,2
1868,1,1.7,1,8,0,35,0.7,99,2,4,881,1814,3492,6,4,19,1,0,0,2
1693,0,1.0,1,1,0,61,0.2,95,6,0,1847,1562,2388,16,2,7,1,0,0,3
